ID,slug,reward,status,submission_result
2091,continuous-subarray-sum,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '26 ms', 'memory': 57368000, 'display_runtime': '26', 'question_id': '523', 'elapsed_time': 525, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742406097354, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 101, 'total_testcases': 101, 'runtime_percentile': 36.25849999999999, 'status_memory': '57.4 MB', 'memory_percentile': 90.82619999999999, 'pretty_lang': 'Java', 'submission_id': '1579356620', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2092,count-common-words-with-one-occurrence,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '10 ms', 'memory': 44084000, 'display_runtime': '10', 'question_id': '2190', 'elapsed_time': 181, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742406165894, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 61, 'total_testcases': 61, 'runtime_percentile': 14.163799999999991, 'status_memory': '44.1 MB', 'memory_percentile': 95.13659999999999, 'pretty_lang': 'Java', 'submission_id': '1579358070', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2093,n-queens,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '2 ms', 'memory': 45076000, 'display_runtime': '2', 'question_id': '51', 'elapsed_time': 149, 'compare_result': '111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742406296936, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 9, 'total_testcases': 9, 'runtime_percentile': 87.3309, 'status_memory': '45.1 MB', 'memory_percentile': 38.63760000000002, 'pretty_lang': 'Java', 'submission_id': '1579360861', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2094,next-permutation,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '15 ms', 'memory': 43960000, 'display_runtime': '15', 'question_id': '31', 'elapsed_time': 170, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742406372582, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 266, 'total_testcases': 266, 'runtime_percentile': 3.030699999999997, 'status_memory': '44 MB', 'memory_percentile': 5.909300000000026, 'pretty_lang': 'Java', 'submission_id': '1579362376', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2095,largest-3-same-digit-number-in-string,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '2 ms', 'memory': 42068000, 'display_runtime': '2', 'question_id': '2346', 'elapsed_time': 178, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742406537304, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 141, 'total_testcases': 141, 'runtime_percentile': 83.1962, 'status_memory': '42.1 MB', 'memory_percentile': 74.14809999999999, 'pretty_lang': 'Java', 'submission_id': '1579365735', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2096,matrix-block-sum,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '76 ms', 'memory': 45392000, 'display_runtime': '76', 'question_id': '1242', 'elapsed_time': 256, 'compare_result': '111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742406623558, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 12, 'total_testcases': 12, 'runtime_percentile': 20.54180000000003, 'status_memory': '45.4 MB', 'memory_percentile': 88.85350000000001, 'pretty_lang': 'Java', 'submission_id': '1579367408', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2097,special-array-with-x-elements-greater-than-or-equal-x,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '0 ms', 'memory': 41732000, 'display_runtime': '0', 'question_id': '1730', 'elapsed_time': 129, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742406708664, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 98, 'total_testcases': 98, 'runtime_percentile': 100, 'status_memory': '41.7 MB', 'memory_percentile': 18.478399999999986, 'pretty_lang': 'Java', 'submission_id': '1579369143', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2099,number-of-senior-citizens,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '1 ms', 'memory': 42116000, 'display_runtime': '1', 'question_id': '2727', 'elapsed_time': 262, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742407396207, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 303, 'total_testcases': 303, 'runtime_percentile': 77.6708, 'status_memory': '42.1 MB', 'memory_percentile': 96.23460000000001, 'pretty_lang': 'Java', 'submission_id': '1579383159', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2100,find-nearest-point-that-has-the-same-x-or-y-coordinate,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '7 ms', 'memory': 49672000, 'display_runtime': '7', 'question_id': '1888', 'elapsed_time': 210, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742407484673, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 102, 'total_testcases': 102, 'runtime_percentile': 4.279199999999992, 'status_memory': '49.7 MB', 'memory_percentile': 42.3423, 'pretty_lang': 'Java', 'submission_id': '1579384860', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2101,count-and-say,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '2 ms', 'memory': 42936000, 'display_runtime': '2', 'question_id': '38', 'elapsed_time': 169, 'compare_result': '111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742407605985, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 30, 'total_testcases': 30, 'runtime_percentile': 92.4539, 'status_memory': '42.9 MB', 'memory_percentile': 31.924600000000005, 'pretty_lang': 'Java', 'submission_id': '1579387178', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2102,sort-array-by-increasing-frequency,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '10 ms', 'memory': 44572000, 'display_runtime': '10', 'question_id': '1741', 'elapsed_time': 206, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742407676574, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 180, 'total_testcases': 180, 'runtime_percentile': 25.72759999999998, 'status_memory': '44.6 MB', 'memory_percentile': 65.33239999999998, 'pretty_lang': 'Java', 'submission_id': '1579388564', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2103,similar-string-groups,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '18 ms', 'memory': 43688000, 'display_runtime': '18', 'question_id': '869', 'elapsed_time': 179, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742407739602, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 77, 'total_testcases': 77, 'runtime_percentile': 61.090099999999985, 'status_memory': '43.7 MB', 'memory_percentile': 32.70670000000001, 'pretty_lang': 'Java', 'submission_id': '1579389874', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2104,remove-element,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '0 ms', 'memory': 42024000, 'display_runtime': '0', 'question_id': '27', 'elapsed_time': 154, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742407823025, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 115, 'total_testcases': 115, 'runtime_percentile': 100, 'status_memory': '42 MB', 'memory_percentile': 47.133799999999994, 'pretty_lang': 'Java', 'submission_id': '1579391568', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2105,max-area-of-island,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '2 ms', 'memory': 44540000, 'display_runtime': '2', 'question_id': '695', 'elapsed_time': 274, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742407911693, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 728, 'total_testcases': 728, 'runtime_percentile': 71.577, 'status_memory': '44.5 MB', 'memory_percentile': 69.4494, 'pretty_lang': 'Java', 'submission_id': '1579393309', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2106,minimum-distance-to-the-target-element,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '0 ms', 'memory': 43012000, 'display_runtime': '0', 'question_id': '1975', 'elapsed_time': 165, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742407996645, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 72, 'total_testcases': 72, 'runtime_percentile': 100, 'status_memory': '43 MB', 'memory_percentile': 79.89410000000001, 'pretty_lang': 'Java', 'submission_id': '1579395043', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2107,most-frequent-subtree-sum,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '5 ms', 'memory': 45296000, 'display_runtime': '5', 'question_id': '508', 'elapsed_time': 190, 'compare_result': '1111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742408074942, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 58, 'total_testcases': 58, 'runtime_percentile': 64.89670000000001, 'status_memory': '45.3 MB', 'memory_percentile': 93.0678, 'pretty_lang': 'Java', 'submission_id': '1579396565', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2108,maximum-value-at-a-given-index-in-a-bounded-array,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '0 ms', 'memory': 40596000, 'display_runtime': '0', 'question_id': '1929', 'elapsed_time': 218, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742408286135, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 370, 'total_testcases': 370, 'runtime_percentile': 100, 'status_memory': '40.6 MB', 'memory_percentile': 78.0992, 'pretty_lang': 'Java', 'submission_id': '1579400717', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2109,clone-graph,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '25 ms', 'memory': 42956000, 'display_runtime': '25', 'question_id': '133', 'elapsed_time': 172, 'compare_result': '1111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742408362355, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 22, 'total_testcases': 22, 'runtime_percentile': 71.5908, 'status_memory': '43 MB', 'memory_percentile': 35.68030000000003, 'pretty_lang': 'Java', 'submission_id': '1579402235', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2110,maximum-number-of-integers-to-choose-from-a-range-i,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '53 ms', 'memory': 45836000, 'display_runtime': '53', 'question_id': '2640', 'elapsed_time': 391, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742408417977, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 208, 'total_testcases': 208, 'runtime_percentile': 32.0142, 'status_memory': '45.8 MB', 'memory_percentile': 64.02859999999997, 'pretty_lang': 'Java', 'submission_id': '1579403302', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2111,word-ladder-ii,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '20 ms', 'memory': 45648000, 'display_runtime': '20', 'question_id': '126', 'elapsed_time': 174, 'compare_result': '11111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742408493374, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 38, 'total_testcases': 38, 'runtime_percentile': 25.397000000000006, 'status_memory': '45.6 MB', 'memory_percentile': 27.195500000000003, 'pretty_lang': 'Java', 'submission_id': '1579404840', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2112,find-nearest-point-that-has-the-same-x-or-y-coordinate,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '2 ms', 'memory': 49640000, 'display_runtime': '2', 'question_id': '1888', 'elapsed_time': 222, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742408582312, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 102, 'total_testcases': 102, 'runtime_percentile': 100, 'status_memory': '49.6 MB', 'memory_percentile': 42.3423, 'pretty_lang': 'Java', 'submission_id': '1579406545', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2113,distribute-candies,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '31 ms', 'memory': 45516000, 'display_runtime': '31', 'question_id': '575', 'elapsed_time': 328, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742408649997, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 206, 'total_testcases': 206, 'runtime_percentile': 54.74209999999999, 'status_memory': '45.5 MB', 'memory_percentile': 85.74159999999998, 'pretty_lang': 'Java', 'submission_id': '1579407889', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2114,unique-paths-iii,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '0 ms', 'memory': 40948000, 'display_runtime': '0', 'question_id': '1022', 'elapsed_time': 115, 'compare_result': '111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742408707741, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 39, 'total_testcases': 39, 'runtime_percentile': 100, 'status_memory': '40.9 MB', 'memory_percentile': 69.0476, 'pretty_lang': 'Java', 'submission_id': '1579408960', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2115,n-ary-tree-preorder-traversal,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '0 ms', 'memory': 44812000, 'display_runtime': '0', 'question_id': '775', 'elapsed_time': 161, 'compare_result': '111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742408769282, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 39, 'total_testcases': 39, 'runtime_percentile': 100, 'status_memory': '44.8 MB', 'memory_percentile': 44.812300000000036, 'pretty_lang': 'Java', 'submission_id': '1579410184', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2116,count-primes,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '101 ms', 'memory': 48948000, 'display_runtime': '101', 'question_id': '204', 'elapsed_time': 210, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742408842728, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 66, 'total_testcases': 66, 'runtime_percentile': 53.25650000000003, 'status_memory': '48.9 MB', 'memory_percentile': 92.74650000000005, 'pretty_lang': 'Java', 'submission_id': '1579411682', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2117,check-if-point-is-reachable,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '0 ms', 'memory': 40420000, 'display_runtime': '0', 'question_id': '2635', 'elapsed_time': 98, 'compare_result': '111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409118458, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 60, 'total_testcases': 60, 'runtime_percentile': 100, 'status_memory': '40.4 MB', 'memory_percentile': 48.38719999999999, 'pretty_lang': 'Java', 'submission_id': '1579417166', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2118,number-of-students-doing-homework-at-a-given-time,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '0 ms', 'memory': 42196000, 'display_runtime': '0', 'question_id': '1560', 'elapsed_time': 144, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409170759, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 111, 'total_testcases': 111, 'runtime_percentile': 100, 'status_memory': '42.2 MB', 'memory_percentile': 7.8989, 'pretty_lang': 'Java', 'submission_id': '1579418161', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2119,row-with-maximum-ones,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '1 ms', 'memory': 46664000, 'display_runtime': '1', 'question_id': '2737', 'elapsed_time': 285, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409308829, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 1049, 'total_testcases': 1049, 'runtime_percentile': 100, 'status_memory': '46.7 MB', 'memory_percentile': 55.45769999999997, 'pretty_lang': 'Java', 'submission_id': '1579420675', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2120,best-time-to-buy-and-sell-stock-ii,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '1 ms', 'memory': 45740000, 'display_runtime': '1', 'question_id': '122', 'elapsed_time': 125, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409375407, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 202, 'total_testcases': 202, 'runtime_percentile': 76.7848, 'status_memory': '45.7 MB', 'memory_percentile': 70.11239999999998, 'pretty_lang': 'Java', 'submission_id': '1579421905', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2121,apply-discount-every-n-orders,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '107 ms', 'memory': 73976000, 'display_runtime': '107', 'question_id': '1459', 'elapsed_time': 441, 'compare_result': '1111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409435625, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 25, 'total_testcases': 25, 'runtime_percentile': 72.72729999999999, 'status_memory': '74 MB', 'memory_percentile': 66.02850000000001, 'pretty_lang': 'Java', 'submission_id': '1579422982', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
2122,find-the-distinct-difference-array,True,Accepted,"{'status_code': 10, 'lang': 'java', 'run_success': True, 'status_runtime': '14 ms', 'memory': 45468000, 'display_runtime': '14', 'question_id': '2777', 'elapsed_time': 239, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742409526605, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 4512, 'total_testcases': 4512, 'runtime_percentile': 23.45680000000001, 'status_memory': '45.5 MB', 'memory_percentile': 85.80250000000001, 'pretty_lang': 'Java', 'submission_id': '1579424596', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
